,end_time,lecture,lecture_name,lecture_no,sentence,start_time,sub_lecture,tokenized_sentence
4826,00:09:24,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"And so in a actual filtering system, using collaborative filtering, we could also",00:09:18,13,And actual filtering system using collaborative filtering could also
4827,00:09:30,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"combine that with content-based filtering, we could use context information.",00:09:24,13,combine content based filtering could use context information
4828,00:09:36,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,And those are all interesting approaches that people are still studying.,00:09:30,13,And interesting approaches people still studying
4829,00:09:39,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,There are newer approaches proposed.,00:09:36,13,There newer approaches proposed
4830,00:09:43,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,But this approach has been shown to work reasonably well and,00:09:39,13,But approach shown work reasonably well
4831,00:09:45,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,it's easy to implement.,00:09:43,13,easy implement
4832,00:09:49,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,And practical applications could be a starting point to,00:09:45,13,And practical applications could starting point
4833,00:09:53,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,see if the strand here works well for your application.,00:09:49,13,see strand works well application
4834,00:10:01,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,So there are some obvious ways to also improve this approach.,00:09:56,13,So obvious ways also improve approach
4835,00:10:07,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,And mainly would like to improve the user similarity measure.,00:10:01,13,And mainly would like improve user similarity measure
4836,00:10:09,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,And there are some practical issues to deal with here as well.,00:10:07,13,And practical issues deal well
4837,00:10:11,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"So for example, there will be a lot of missing values.",00:10:09,13,So example lot missing values
4838,00:10:12,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,What do you do with them?,00:10:11,13,What
4839,00:10:18,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"Well, you can set them to default values or the average ratings of the user.",00:10:12,13,Well set default values average ratings user
4840,00:10:20,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,And that will be a simple solution.,00:10:18,13,And simple solution
4841,00:10:26,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,But there are advantages to approaches that can actually try to predict those,00:10:20,13,But advantages approaches actually try predict
4842,00:10:33,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,missing values and then use the predicted values to improve the similarity.,00:10:26,13,missing values use predicted values improve similarity
4843,00:10:35,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"So in fact, the memory database approach,",00:10:33,13,So fact memory database approach
4844,00:10:39,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"you can predict those with missing values, right?",00:10:35,13,predict missing values right
4845,00:10:39,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"So you can imagine,",00:10:39,13,So imagine
4846,00:10:44,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,you have iterative approach where you first do some preliminary prediction and,00:10:39,13,iterative approach first preliminary prediction
4847,00:10:48,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,then you can use the predictor values to further improve the similarity function.,00:10:44,13,use predictor values improve similarity function
4848,00:10:54,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,Right so this is here is a way to solve the problem.,00:10:48,13,Right way solve problem
4849,00:10:58,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"And the strategy of this in the effect of the performance of clarity filtering,",00:10:54,13,And strategy effect performance clarity filtering
4850,00:11:05,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"just like in the other heuristics, we improve the similarity function.",00:11:00,13,like heuristics improve similarity function
4851,00:11:10,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,Another idea which is actually very similar to the idea of IDF that we,00:11:06,13,Another idea actually similar idea IDF
4852,00:11:15,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"have seen in text research, is called the inverse user frequency or IUF.",00:11:10,13,seen text research called inverse user frequency IUF
4853,00:11:23,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,Now here the idea is to look at the where the two users share similar ratings.,00:11:15,13,Now idea look two users share similar ratings
4854,00:11:30,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"If the item is a popular item that has been aah, viewed by many people and",00:11:24,13,If item popular item aah viewed many people
4855,00:11:35,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,seemingly leads to people interested in this item may not be so interesting.,00:11:30,13,seemingly leads people interested item may interesting
4856,00:11:40,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,But if it's a rare item and has not been viewed by many users.,00:11:36,13,But rare item viewed many users
4857,00:11:42,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"But, these two users [INAUDIBLE] to this item.",00:11:40,13,But two users INAUDIBLE item
4858,00:11:47,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,"And they give similar ratings, and it says more about their similarity, right?",00:11:42,13,And give similar ratings says similarity right
4859,00:11:52,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,So it's kind of to emphasize more on similarity,00:11:47,13,So kind emphasize similarity
4860,00:11:56,5,Recommender Systems- Collaborative Filtering - Part 2,4.7,on items that are not viewed by many users.,00:11:52,13,items viewed many users
4861,00:00:03,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,[MUSIC],00:00:00,6,MUSIC
4862,00:00:11,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"This lecture is about, how we can evaluate a ranked list?",00:00:07,6,This lecture evaluate ranked list
4863,00:00:17,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"In this lecture, we will continue the discussion of evaluation.",00:00:13,6,In lecture continue discussion evaluation
4864,00:00:18,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"In particular,",00:00:17,6,In particular
4865,00:00:21,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"we are going to look at, how we can evaluate a ranked list of results.",00:00:18,6,going look evaluate ranked list results
4866,00:00:30,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"In the previous lecture, we talked about, precision-recall.",00:00:24,6,In previous lecture talked precision recall
4867,00:00:33,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"These are the two basic measures for,",00:00:30,6,These two basic measures
4868,00:00:38,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,quantitatively measuring the performance of a search result.,00:00:33,6,quantitatively measuring performance search result
4869,00:00:44,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"But, as we talked about, ranking, before,",00:00:40,6,But talked ranking
4870,00:00:49,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"we framed that the text of retrieval problem, as a ranking problem.",00:00:44,6,framed text retrieval problem ranking problem
4871,00:00:55,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, we also need to evaluate the, the quality of a ranked list.",00:00:50,6,So also need evaluate quality ranked list
4872,00:01:01,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"How can we use precision-recall to evaluate, a ranked list?",00:00:56,6,How use precision recall evaluate ranked list
4873,00:01:07,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, naturally, we have to look after the precision-recall at different, cut-offs.",00:01:01,6,Well naturally look precision recall different cut offs
4874,00:01:12,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Because in the end, the approximation of relevant documents, set,",00:01:07,6,Because end approximation relevant documents set
4875,00:01:17,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"given by a ranked list, is determined by where the user stops browsing.",00:01:12,6,given ranked list determined user stops browsing
4876,00:01:21,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Right? If we assume the user, securely browses,",00:01:17,6,Right If assume user securely browses
4877,00:01:25,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"the list of results, the user would, stop at some point, and",00:01:21,6,list results user would stop point
4878,00:01:27,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,that point would determine the set.,00:01:25,6,point would determine set
4879,00:01:31,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And then, that's the most important, cut-off,",00:01:27,6,And important cut
4880,00:01:35,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"that we have to consider, when we compute the precision-recall.",00:01:31,6,consider compute precision recall
4881,00:01:37,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Without knowing where exactly user would stop,",00:01:35,6,Without knowing exactly user would stop
4882,00:01:42,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"then we have to consider, all the positions where the user could stop.",00:01:37,6,consider positions user could stop
4883,00:01:44,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, let's look at these positions.",00:01:42,6,So let look positions
4884,00:01:49,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Look at this slide, and then, let's look at the,",00:01:44,6,Look slide let look
4885,00:01:51,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"what if the user stops at the, the first document?",00:01:49,6,user stops first document
4886,00:01:55,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,What's the precision-recall at this point?,00:01:51,6,What precision recall point
4887,00:01:55,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,What do you think?,00:01:55,6,What think
4888,00:02:02,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, it's easy to see, that this document is So, the precision is one out of one.",00:01:56,6,Well easy see document So precision one one
4889,00:02:05,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"We have, got one document, and that's relevent.",00:02:02,6,We got one document relevent
4890,00:02:07,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,What about the recall?,00:02:05,6,What recall
4891,00:02:11,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, note that, we're assuming that, there are ten relevant documents, for",00:02:07,6,Well note assuming ten relevant documents
4892,00:02:14,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"this query in the collection, so, it's one out of ten.",00:02:11,6,query collection one ten
4893,00:02:18,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,What if the user stops at the second position?,00:02:16,6,What user stops second position
4894,00:02:20,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,Top two.,00:02:19,6,Top two
4895,00:02:25,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, the precision is the same, 100%, two out of two.",00:02:21,6,Well precision 100 two two
4896,00:02:27,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, the record is two out of ten.",00:02:25,6,And record two ten
4897,00:02:31,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,What if the user stops at the third position?,00:02:28,6,What user stops third position
4898,00:02:35,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, this is interesting, because in this case, we have not got any,",00:02:31,6,Well interesting case got
4899,00:02:40,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"additional relevant document, so, the record does not change.",00:02:35,6,additional relevant document record change
4900,00:02:45,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"But the precision is lower, because we've got number [INAUDIBLE] so,",00:02:41,6,But precision lower got number INAUDIBLE
4901,00:02:46,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,what's exactly the precision?,00:02:45,6,exactly precision
4902,00:02:52,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, it's two out of three, right?",00:02:49,6,Well two three right
4903,00:02:54,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, recall is the same, two out of ten.",00:02:52,6,And recall two ten
4904,00:02:58,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, when would see another point, where the recall would be different?",00:02:54,6,So would see another point recall would different
4905,00:03:02,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, if you look down the list, well, it won't happen until,",00:02:58,6,Now look list well happen
4906,00:03:06,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"we have, seeing another relevant document.",00:03:02,6,seeing another relevant document
4907,00:03:10,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"In this case D5, at that point, the, the recall is increased through",00:03:06,6,In case D5 point recall increased
4908,00:03:13,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"three out of ten, and, the precision is three out of five.",00:03:10,6,three ten precision three five
4909,00:03:20,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, you can see, if we keep doing this, we can also get to D8.",00:03:15,6,So see keep also get D8
4910,00:03:23,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And then, we will have a precision of four out of eight,",00:03:20,6,And precision four eight
4911,00:03:26,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"because there are eight documents, and four of them are relevant.",00:03:23,6,eight documents four relevant
4912,00:03:28,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, the recall is a four out of ten.",00:03:26,6,And recall four ten
4913,00:03:33,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, when can we get, a recall of five out of ten?",00:03:29,6,Now get recall five ten
4914,00:03:39,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, in this list, we don't have it, so, we have to go down on the list.",00:03:33,6,Well list go list
4915,00:03:40,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"We don't know, where it is?",00:03:39,6,We know
4916,00:03:45,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"But, as convenience, we often assume that, the precision is zero,",00:03:40,6,But convenience often assume precision zero
4917,00:03:51,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"at all the, the othe, the precision are zero at",00:03:47,6,othe precision zero
4918,00:03:56,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"all the other levels of recall, that are beyond the search results.",00:03:51,6,levels recall beyond search results
4919,00:03:59,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, of course, this is a pessimistic assumption,",00:03:56,6,So course pessimistic assumption
4920,00:04:04,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"the actual position would be higher, but we make, make this assumption,",00:03:59,6,actual position would higher make make assumption
4921,00:04:09,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"in order to, have an easy way to,",00:04:05,6,order easy way
4922,00:04:12,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"compute another measure called Average Precision, that we will discuss later.",00:04:09,6,compute another measure called Average Precision discuss later
4923,00:04:16,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, I should also say, now, here you see,",00:04:14,6,Now I also say see
4924,00:04:21,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"we make these assumptions that are clearly not, accurate.",00:04:16,6,make assumptions clearly accurate
4925,00:04:28,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"But, this is okay, for the purpose of comparing to, text methods.",00:04:22,6,But okay purpose comparing text methods
4926,00:04:34,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, this is for the relative comparison, so, it's okay, if the actual measure,",00:04:28,6,And relative comparison okay actual measure
4927,00:04:39,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"or actual, actual number deviates a little bit, from the true number.",00:04:34,6,actual actual number deviates little bit true number
4928,00:04:41,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"As long as the deviation,",00:04:39,6,As long deviation
4929,00:04:46,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"is not biased toward any particular retrieval method, we are okay.",00:04:41,6,biased toward particular retrieval method okay
4930,00:04:50,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"We can still, accurately tell which method works better.",00:04:46,6,We still accurately tell method works better
4931,00:04:53,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, this is important point, to keep in mind.",00:04:50,6,And important point keep mind
4932,00:04:55,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"When you compare different algorithms,",00:04:53,6,When compare different algorithms
4933,00:04:58,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,the key's to avoid any bias toward each method.,00:04:55,6,key avoid bias toward method
4934,00:05:02,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, as long as, you can avoid that.",00:04:58,6,And long avoid
4935,00:05:06,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"It's okay, for you to do transformation of these measures anyway, so,",00:05:02,6,It okay transformation measures anyway
4936,00:05:07,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,you can preserve the order.,00:05:06,6,preserve order
4937,00:05:11,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Okay, so, we'll just talk about,",00:05:09,6,Okay talk
4938,00:05:16,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,we can get a lot of precision-recall numbers at different positions.,00:05:11,6,get lot precision recall numbers different positions
4939,00:05:19,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, now, you can imagine, we can plot a curve.",00:05:16,6,So imagine plot curve
4940,00:05:22,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, this just shows on the, x-axis, we show the recalls.",00:05:19,6,And shows x axis show recalls
4941,00:05:30,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, on the y-axis, we show the precision.",00:05:23,6,And axis show precision
4942,00:05:35,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, the precision line was marked as .1, .2, .3, and, 1.0.",00:05:30,6,So precision line marked 1 2 3 1 0
4943,00:05:35,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Right? So,",00:05:35,6,Right So
4944,00:05:38,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"this is, the different, levels of recall.",00:05:35,6,different levels recall
4945,00:05:44,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And,, the y-axis also has, different amounts, that's for precision.",00:05:38,6,And axis also different amounts precision
4946,00:05:49,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, we plot the, these, precision-recall numbers, that we have got,",00:05:45,6,So plot precision recall numbers got
4947,00:05:51,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,as points on this picture.,00:05:49,6,points picture
4948,00:05:56,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, we can further, and link these points to form a curve.",00:05:51,6,Now link points form curve
4949,00:05:57,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"As you'll see,",00:05:56,6,As see
4950,00:06:02,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"we assumed all the other, precision as the high-level recalls, be zero.",00:05:57,6,assumed precision high level recalls zero
4951,00:06:08,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, that's why, they are down here, so, they are all zero.",00:06:02,6,And zero
4952,00:06:14,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And this, the actual curve probably will be something like this, but, as we just",00:06:08,6,And actual curve probably something like
4953,00:06:19,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"discussed, it, it doesn't matter that much, for comparing two methods.",00:06:14,6,discussed matter much comparing two methods
4954,00:06:24,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"because this would be, underestimated, for all the method.",00:06:20,6,would underestimated method
4955,00:06:31,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Okay, so, now that we, have this precision-recall curve,",00:06:25,6,Okay precision recall curve
4956,00:06:34,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,how can we compare ranked to back list?,00:06:31,6,compare ranked back list
4957,00:06:37,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"All right, so, that means, we have to compare two PR curves.",00:06:34,6,All right means compare two PR curves
4958,00:06:40,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And here, we show, two cases.",00:06:38,6,And show two cases
4959,00:06:47,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Where system A is showing red, system B is showing blue, there's crosses.",00:06:40,6,Where system A showing red system B showing blue crosses
4960,00:06:50,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"All right, so, which one is better?",00:06:48,6,All right one better
4961,00:06:54,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"I hope you can see, where system A is clearly better.",00:06:50,6,I hope see system A clearly better
4962,00:06:56,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Why? Because, for the same level of recall,",00:06:54,6,Why Because level recall
4963,00:07:01,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"see same level of recall here, and you can see,",00:06:58,6,see level recall see
4964,00:07:06,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"the precision point by system A is better, system B.",00:07:01,6,precision point system A better system B
4965,00:07:08,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, there's no question.",00:07:06,6,So question
4966,00:07:13,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"In here, you can imagine, what does the code look like, for ideal search system?",00:07:08,6,In imagine code look like ideal search system
4967,00:07:17,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, it has to have perfect, precision at all the recall points, so,",00:07:13,6,Well perfect precision recall points
4968,00:07:18,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,it has to be this line.,00:07:17,6,line
4969,00:07:21,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,That would be the ideal system.,00:07:18,6,That would ideal system
4970,00:07:24,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"In general, the higher the curve is, the better, right?",00:07:21,6,In general higher curve better right
4971,00:07:27,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"The problem is that, we might see a case like this.",00:07:24,6,The problem might see case like
4972,00:07:29,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,This actually happens often.,00:07:27,6,This actually happens often
4973,00:07:30,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Like, the two curves cross each other.",00:07:29,6,Like two curves cross
4974,00:07:34,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, in this case, which one is better?",00:07:32,6,Now case one better
4975,00:07:35,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,What do you think?,00:07:35,6,What think
4976,00:07:41,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, this is a real problem, that you actually, might have face.",00:07:38,6,Now real problem actually might face
4977,00:07:47,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Suppose, you build a search engine, and you have a old algorithm,",00:07:41,6,Suppose build search engine old algorithm
4978,00:07:50,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"that's shown here in blue, or system B.",00:07:47,6,shown blue system B
4979,00:07:53,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, you have come up with a new idea.",00:07:50,6,And come new idea
4980,00:07:54,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, you test it.",00:07:53,6,And test
4981,00:07:58,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, the results are shown in red, curve A.",00:07:54,6,And results shown red curve A
4982,00:08:04,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, your question is, is your new method better than the old method?",00:07:59,6,Now question new method better old method
4983,00:08:10,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Or more, practically, do you have to replace the algorithm that",00:08:05,6,Or practically replace algorithm
4984,00:08:15,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"you're already using, your, in your search engine, with another, new algorithm?",00:08:10,6,already using search engine another new algorithm
4985,00:08:20,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, should we use system, method A, to replace method B?",00:08:15,6,So use system method A replace method B
4986,00:08:23,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"This is going to be a real decision, that you to have to make.",00:08:20,6,This going real decision make
4987,00:08:29,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"If you make the replacement, the search engine would behave like system A here,",00:08:23,6,If make replacement search engine would behave like system A
4988,00:08:34,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"whereas, if you don't do that, it will be like a system B.",00:08:29,6,whereas like system B
4989,00:08:34,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, what do you do?",00:08:34,6,So
4990,00:08:40,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, if you want to spend more time to think about this, pause the video.",00:08:36,6,Now want spend time think pause video
4991,00:08:42,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, it's actually very useful to think about that.",00:08:40,6,And actually useful think
4992,00:08:46,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"As I said, it's a real decision that you have to make, if you are building your own",00:08:42,6,As I said real decision make building
4993,00:08:51,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"search engine, or if you're working, for a company that, cares about the search.",00:08:46,6,search engine working company cares search
4994,00:08:54,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, if you have thought about this for",00:08:52,6,Now thought
4995,00:08:59,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"a moment, you might realize that, well, in this case, it's hard to say.",00:08:54,6,moment might realize well case hard say
4996,00:09:04,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, some users might like a system A, some users might like, like system B.",00:08:59,6,Now users might like system A users might like like system B
4997,00:09:05,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, what's the difference here?",00:09:04,6,So difference
4998,00:09:08,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, the difference is just that, you know,",00:09:05,6,Well difference know
4999,00:09:14,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"in the, low level of recall, in this region, system B is better.",00:09:08,6,low level recall region system B better
5000,00:09:15,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,There's a higher precision.,00:09:14,6,There higher precision
5001,00:09:19,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"But in high recall region, system A is better.",00:09:15,6,But high recall region system A better
5002,00:09:24,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, so, that also means, it depends on whether the user",00:09:20,6,Now also means depends whether user
5003,00:09:28,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"cares about the high recall, or low recall, but high precision.",00:09:24,6,cares high recall low recall high precision
5004,00:09:32,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"You can imagine, if someone is just going to check out, what's happening today, and",00:09:28,6,You imagine someone going check happening today
